age,gender,country,account_age_months,subscription_type,monthly_fee,primary_device,avg_watch_time_minutes,watch_sessions_per_week,binge_watch_sessions,completion_rate,days_since_last_login,churned,churn_probability,risk_segment
52,Male,Australia,9,Premium,18.21,Tablet,350,11,1,89,0,0,0.084223782,Low Risk
42,Female,India,48,Standard,13.16,Laptop,135,3,7,68,24,0,0.171904663,Low Risk
46,Female,UK,38,Standard,15.65,Tablet,466,14,10,97,47,0,0.083538265,Low Risk
35,Male,France,12,Standard,15.59,Laptop,179,8,11,70,9,0,0.05352463,Low Risk
63,Male,Australia,28,Standard,14.71,Smart TV,336,12,2,71,14,0,0.074234005,Low Risk
35,Female,Mexico,5,Basic,11.53,Laptop,585,18,2,37,32,0,0.168466135,Low Risk
19,Female,Brazil,19,Standard,15.88,Tablet,351,7,8,67,19,0,0.111701138,Low Risk
52,Female,Spain,51,Basic,9.07,Tablet,312,7,10,73,32,0,0.084688687,Low Risk
33,Female,Spain,12,Premium,20.31,Smart TV,72,2,10,72,28,1,0.498884298,Medium Risk
58,Female,France,12,Basic,11.81,Mobile,48,1,1,34,48,1,0.966267985,Critical Risk
53,Male,USA,55,Basic,11.47,Mobile,134,6,9,89,43,0,0.489853424,Medium Risk
50,Female,Brazil,54,Premium,19.46,Mobile,600,16,9,93,54,0,0.11405789,Low Risk
21,Male,UK,47,Premium,19.27,Smart TV,70,3,0,37,38,1,0.969785693,Critical Risk
50,Female,UK,1,Basic,10.65,Smart TV,68,3,9,86,37,1,0.560670243,Medium Risk
31,Male,Germany,2,Basic,9.86,Smart TV,127,3,6,86,4,0,0.124371871,Low Risk
38,Female,Spain,52,Premium,21.5,Tablet,52,1,13,80,36,0,0.459040451,Medium Risk
37,Female,Mexico,55,Premium,20.35,Tablet,188,9,14,39,0,0,0.1200917,Low Risk
25,Female,Brazil,28,Standard,16.61,Smart TV,58,1,0,83,22,1,0.427561611,Medium Risk
24,Female,Germany,19,Premium,19.51,Laptop,600,15,1,97,32,0,0.050191372,Low Risk
20,Female,Mexico,31,Standard,16.47,Laptop,270,8,1,52,6,0,0.179265334,Low Risk
34,Female,Mexico,10,Standard,15.02,Smart TV,466,13,12,79,31,0,0.023302808,Low Risk
50,Male,USA,1,Basic,8.53,Mobile,292,10,9,46,13,0,0.027116101,Low Risk
29,Male,UK,48,Standard,14.68,Smart TV,201,7,2,90,38,1,0.65248375,High Risk
39,Female,Spain,48,Basic,8.01,Smart TV,44,1,8,42,9,0,0.181580399,Low Risk
39,Female,Spain,12,Standard,16.44,Mobile,38,1,9,71,28,0,0.390919097,Medium Risk
63,Male,Germany,32,Standard,15.14,Tablet,51,1,6,56,44,1,0.9681509,Critical Risk
47,Female,Australia,59,Standard,15.5,Mobile,600,16,0,36,51,1,0.726126554,High Risk
55,Male,Australia,13,Premium,19.06,Laptop,600,19,12,52,50,0,0.358509222,Medium Risk
55,Male,Spain,24,Standard,15.97,Tablet,600,19,14,67,4,0,0.004435689,Low Risk
62,Female,Canada,30,Basic,9.05,Smart TV,277,7,2,40,9,0,0.235297767,Low Risk
25,Female,Brazil,45,Standard,16.39,Tablet,469,14,14,55,32,0,0.039266807,Low Risk
44,Female,USA,42,Basic,9.47,Laptop,600,15,2,63,55,0,0.269602688,Low Risk
44,Female,USA,49,Basic,10.74,Mobile,600,15,6,63,49,0,0.116041769,Low Risk
51,Male,Brazil,6,Standard,15.86,Tablet,561,16,1,72,57,1,0.483310806,Medium Risk
38,Male,Brazil,30,Basic,11.48,Mobile,553,13,11,84,24,0,0.012958294,Low Risk
47,Female,Spain,35,Basic,11.44,Mobile,214,7,1,48,35,1,0.765315197,High Risk
50,Female,France,53,Standard,16.52,Laptop,462,15,6,89,9,0,0.014321436,Low Risk
45,Male,UK,37,Standard,13.25,Tablet,281,9,3,95,0,0,0.044450028,Low Risk
64,Female,France,28,Basic,9.33,Mobile,600,15,3,30,35,1,0.453957897,Medium Risk
50,Female,Canada,32,Standard,16.53,Laptop,600,18,9,23,27,0,0.100824542,Low Risk
22,Female,USA,41,Basic,11.06,Smart TV,600,18,3,70,23,0,0.026063985,Low Risk
36,Female,Mexico,37,Standard,14.23,Mobile,260,7,7,24,6,0,0.181295536,Low Risk
21,Male,France,49,Standard,13.47,Laptop,580,15,12,74,12,0,0.002448026,Low Risk
52,Male,USA,5,Standard,13.33,Mobile,434,19,8,64,17,0,0.021393662,Low Risk
34,Female,Spain,24,Standard,14.84,Tablet,399,13,8,48,41,0,0.315034902,Medium Risk
61,Female,Brazil,5,Standard,13.41,Smart TV,600,15,2,53,26,0,0.081423969,Low Risk
45,Male,Canada,32,Standard,15.03,Tablet,547,11,14,34,51,1,0.576208206,Medium Risk
47,Female,Spain,18,Standard,16.01,Smart TV,62,2,11,52,28,1,0.480850509,Medium Risk
46,Female,India,57,Standard,16.29,Mobile,412,8,2,50,57,1,0.94005465,Critical Risk
63,Male,USA,31,Basic,11.91,Laptop,406,8,14,72,24,0,0.048360157,Low Risk
23,Female,Mexico,2,Basic,10,Tablet,281,8,7,53,3,0,0.101235316,Low Risk
52,Male,UK,35,Basic,10.04,Tablet,219,8,4,27,45,1,0.88785064,Critical Risk
58,Male,UK,27,Basic,11.28,Laptop,379,12,13,78,23,0,0.006448202,Low Risk
54,Female,France,28,Premium,18.94,Laptop,600,14,7,49,37,0,0.280467665,Low Risk
41,Male,Australia,12,Standard,15.59,Smart TV,600,14,12,79,27,0,0.007366789,Low Risk
46,Male,India,2,Standard,15.46,Mobile,572,14,8,40,27,1,0.19984932,Low Risk
63,Female,Spain,7,Basic,9.18,Mobile,172,3,14,21,11,0,0.122237733,Low Risk
48,Female,Spain,20,Standard,14.31,Smart TV,401,8,13,22,1,0,0.050291182,Low Risk
52,Female,Mexico,49,Premium,19.42,Smart TV,148,3,6,53,41,1,0.90653522,Critical Risk
50,Male,France,2,Standard,13.65,Smart TV,444,10,2,69,10,0,0.045339468,Low Risk
38,Male,Australia,10,Standard,13.87,Tablet,209,6,1,34,31,1,0.709090053,High Risk
49,Female,Spain,50,Premium,18.42,Mobile,566,11,8,95,50,0,0.254281555,Low Risk
40,Male,Spain,13,Standard,14.16,Mobile,30,1,9,81,35,1,0.292143268,Low Risk
50,Female,Brazil,16,Basic,11.33,Tablet,455,15,11,61,20,0,0.0063513,Low Risk
20,Male,UK,42,Standard,15.86,Smart TV,110,3,9,46,22,0,0.328054208,Medium Risk
35,Male,Canada,48,Standard,16.62,Mobile,260,7,13,78,14,0,0.041448773,Low Risk
42,Male,Brazil,28,Premium,21.32,Mobile,238,10,4,39,16,0,0.170593539,Low Risk
59,Male,India,29,Standard,13.79,Laptop,69,3,8,44,43,0,0.766884646,High Risk
48,Other,India,11,Premium,18.61,Tablet,123,3,13,62,19,0,0.174244926,Low Risk
20,Other,Australia,16,Premium,18.78,Smart TV,600,17,11,66,13,0,0.01569174,Low Risk
57,Male,UK,8,Premium,18.92,Laptop,56,1,3,52,6,0,0.300598633,Medium Risk
63,Female,India,45,Standard,16.28,Tablet,194,8,4,66,8,0,0.113579065,Low Risk
41,Female,Spain,21,Basic,11.59,Mobile,496,18,11,44,12,0,0.008941054,Low Risk
49,Male,Canada,55,Basic,9.8,Laptop,505,16,1,94,20,0,0.021545119,Low Risk
64,Male,USA,6,Basic,8.57,Mobile,600,18,9,72,25,0,0.004545322,Low Risk
39,Male,France,44,Standard,16.22,Laptop,600,18,3,49,0,0,0.044990029,Low Risk
40,Female,UK,11,Standard,14.36,Mobile,420,16,13,61,8,0,0.031463669,Low Risk
19,Female,USA,26,Basic,11.56,Tablet,83,2,4,99,48,1,0.839195664,Critical Risk
44,Female,France,12,Standard,16.75,Tablet,359,9,0,60,35,1,0.619968852,High Risk
59,Female,Spain,2,Basic,10.41,Laptop,579,14,1,86,45,1,0.40116907,Medium Risk
19,Female,Canada,20,Standard,14.25,Laptop,373,16,12,73,57,0,0.177587147,Low Risk
43,Female,Mexico,39,Standard,15.77,Laptop,294,5,6,42,58,1,0.940095876,Critical Risk
34,Female,Germany,47,Standard,16.33,Mobile,600,16,1,54,6,0,0.03926077,Low Risk
57,Male,India,28,Basic,11.27,Mobile,103,5,3,72,44,1,0.875790892,Critical Risk
50,Male,France,39,Premium,21.67,Mobile,108,4,2,47,14,1,0.613695028,High Risk
26,Female,Germany,7,Standard,14.17,Laptop,107,3,10,32,6,0,0.257566062,Low Risk
60,Female,France,16,Premium,21.15,Smart TV,600,18,8,68,7,0,0.010396908,Low Risk
56,Male,Australia,13,Premium,21.57,Tablet,600,12,13,43,23,0,0.059879077,Low Risk
46,Female,Germany,29,Standard,16.95,Smart TV,600,16,6,24,29,0,0.135095497,Low Risk
59,Other,France,46,Basic,11.14,Tablet,160,4,6,66,13,1,0.14277557,Low Risk
43,Female,Germany,22,Premium,20.13,Tablet,507,18,1,32,14,0,0.128463115,Low Risk
52,Male,France,48,Premium,20,Mobile,222,10,7,99,19,0,0.036183155,Low Risk
42,Female,USA,38,Premium,20.02,Laptop,309,6,13,55,47,1,0.764139302,High Risk
41,Male,India,36,Basic,11.23,Smart TV,600,19,10,55,48,0,0.065782352,Low Risk
30,Male,Mexico,2,Standard,15.53,Smart TV,348,6,13,46,41,0,0.421801633,Medium Risk
24,Female,Brazil,56,Basic,8.18,Laptop,103,2,14,25,55,1,0.909857747,Critical Risk
53,Female,India,36,Standard,16.83,Tablet,600,19,5,59,58,1,0.594501356,Medium Risk
62,Male,Mexico,14,Premium,20.73,Smart TV,600,14,7,38,32,0,0.090906002,Low Risk
37,Female,France,28,Standard,15.99,Laptop,600,16,6,92,48,0,0.113119733,Low Risk
18,Male,Mexico,13,Standard,16.5,Laptop,600,19,8,84,20,0,0.016994108,Low Risk
25,Female,Australia,50,Premium,21.87,Mobile,577,16,10,55,2,0,0.028660173,Low Risk
63,Female,Australia,4,Basic,9.9,Smart TV,232,5,13,59,41,1,0.633659279,High Risk
33,Male,USA,16,Basic,11.97,Smart TV,600,13,7,81,8,0,0.019024414,Low Risk
31,Male,Australia,2,Standard,14.57,Smart TV,183,4,5,22,59,1,0.966525641,Critical Risk
29,Female,France,44,Premium,19.94,Tablet,315,10,7,55,9,0,0.070254969,Low Risk
40,Male,France,49,Standard,15.05,Smart TV,88,2,2,24,20,1,0.789035885,High Risk
32,Male,Brazil,46,Standard,16.27,Mobile,154,7,1,26,8,1,0.370335728,Medium Risk
45,Male,France,35,Standard,15.91,Smart TV,543,18,7,24,27,0,0.111743973,Low Risk
51,Male,India,20,Basic,11.81,Laptop,127,5,2,65,45,1,0.83094643,Critical Risk
19,Female,India,18,Standard,14.2,Laptop,371,14,10,72,23,0,0.014139004,Low Risk
49,Male,Germany,8,Standard,14.13,Tablet,576,16,3,88,5,0,0.011629135,Low Risk
40,Female,Canada,23,Standard,13.01,Laptop,600,18,3,98,29,0,0.021631121,Low Risk
39,Male,Germany,54,Basic,8.41,Smart TV,50,2,8,59,45,1,0.856007411,Critical Risk
42,Female,India,45,Standard,14.06,Smart TV,475,8,10,67,13,0,0.031667646,Low Risk
39,Female,Spain,47,Basic,9.39,Laptop,486,16,6,69,5,0,0.008403681,Low Risk
39,Male,France,51,Premium,21.99,Laptop,504,16,3,26,52,0,0.658914219,High Risk
59,Other,Canada,59,Basic,8.09,Laptop,253,8,13,37,30,0,0.297703642,Low Risk
23,Male,Canada,23,Basic,10.44,Tablet,173,4,12,98,52,1,0.531588815,Medium Risk
32,Female,Australia,25,Premium,20.59,Laptop,600,13,11,52,49,0,0.213023544,Low Risk
60,Other,Spain,41,Basic,8.12,Smart TV,470,10,3,60,58,1,0.624537132,High Risk
54,Female,Germany,36,Standard,16.85,Mobile,243,8,9,57,40,0,0.407080796,Medium Risk
50,Female,Mexico,3,Premium,20.69,Tablet,149,7,6,23,35,0,0.722910313,High Risk
25,Male,Australia,18,Standard,16.16,Mobile,600,17,2,83,52,0,0.427579234,Medium Risk
61,Male,USA,29,Standard,15.29,Mobile,282,5,8,42,49,1,0.884781565,Critical Risk
61,Male,UK,51,Basic,8.71,Mobile,236,5,13,90,12,0,0.051856658,Low Risk
22,Other,Brazil,54,Basic,9.88,Laptop,600,17,14,51,5,0,0.015544723,Low Risk
56,Other,UK,24,Premium,18.59,Laptop,600,19,14,70,23,0,0.01505779,Low Risk
21,Male,Canada,29,Standard,16.49,Laptop,43,1,1,31,12,0,0.535478369,Medium Risk
23,Male,USA,54,Basic,8.8,Mobile,245,6,9,98,36,0,0.241698355,Low Risk
62,Male,UK,12,Standard,15.7,Tablet,61,3,6,91,46,1,0.867714957,Critical Risk
49,Male,France,41,Standard,15.07,Laptop,556,10,9,45,29,0,0.118977881,Low Risk
47,Male,Spain,33,Standard,14.67,Laptop,600,17,3,26,24,0,0.107910123,Low Risk
64,Female,Spain,13,Standard,14.37,Smart TV,59,1,13,84,17,0,0.067957605,Low Risk
52,Female,Canada,14,Premium,18.25,Smart TV,600,16,13,69,49,0,0.080735711,Low Risk
57,Female,France,34,Standard,16.85,Tablet,221,5,4,40,23,1,0.603833974,High Risk
33,Female,Canada,26,Basic,11.38,Smart TV,383,12,0,52,26,0,0.147030746,Low Risk
30,Female,Brazil,55,Standard,16.99,Tablet,509,19,3,37,27,0,0.190612126,Low Risk
59,Female,UK,54,Basic,10.39,Mobile,72,3,11,24,45,1,0.917296337,Critical Risk
47,Male,Australia,8,Premium,19.13,Smart TV,600,18,13,88,23,0,0.014679747,Low Risk
36,Male,India,28,Premium,18.02,Laptop,600,16,12,28,54,0,0.29140678,Low Risk
34,Male,Australia,58,Basic,10.78,Tablet,600,17,5,50,51,1,0.511572944,Medium Risk
36,Female,Brazil,38,Standard,13.12,Mobile,348,13,9,91,34,0,0.027411598,Low Risk
45,Female,Brazil,7,Standard,15.2,Tablet,600,19,10,50,37,0,0.118747463,Low Risk
43,Female,Mexico,52,Basic,8.4,Laptop,102,3,2,29,13,0,0.481517096,Medium Risk
54,Female,India,29,Basic,11.09,Mobile,392,15,5,63,19,0,0.040674648,Low Risk
43,Male,Brazil,29,Standard,16.63,Mobile,88,2,1,70,11,0,0.198708965,Low Risk
40,Female,Canada,30,Basic,9.9,Mobile,600,18,10,27,18,0,0.013906299,Low Risk
26,Female,Brazil,43,Basic,9.42,Smart TV,302,12,8,80,50,1,0.286429531,Low Risk
29,Female,USA,57,Standard,15.7,Tablet,490,13,2,22,32,1,0.543733272,Medium Risk
18,Female,Germany,42,Standard,14.95,Laptop,600,12,13,66,2,0,0.020422452,Low Risk
18,Female,Canada,45,Standard,15.89,Laptop,558,10,10,80,10,0,0.014111167,Low Risk
64,Male,UK,32,Premium,18.89,Tablet,98,2,1,54,55,1,0.958613169,Critical Risk
51,Male,Mexico,19,Premium,20.04,Smart TV,600,18,9,73,16,0,0.007848886,Low Risk
49,Female,Brazil,54,Standard,14.66,Smart TV,545,13,2,33,14,0,0.086900944,Low Risk
42,Female,USA,50,Basic,8.36,Tablet,128,3,4,97,18,0,0.12978065,Low Risk
57,Male,France,6,Standard,15.05,Tablet,305,9,10,95,45,0,0.353930324,Medium Risk
62,Female,India,43,Basic,9.89,Smart TV,219,5,5,50,9,0,0.11909518,Low Risk
18,Female,Spain,42,Basic,10.38,Smart TV,476,15,2,21,9,0,0.128871251,Low Risk
33,Male,Brazil,44,Basic,11.17,Tablet,167,4,14,47,38,0,0.489730951,Medium Risk
56,Male,Germany,41,Standard,14.17,Laptop,233,9,3,83,15,0,0.065806591,Low Risk
22,Male,Brazil,38,Basic,10.56,Mobile,189,6,1,25,49,1,0.959579578,Critical Risk
39,Male,Brazil,7,Basic,9.66,Tablet,600,12,12,30,10,0,0.044574814,Low Risk
46,Male,Brazil,18,Basic,10.89,Smart TV,40,2,4,36,49,1,0.975954676,Critical Risk
20,Male,Mexico,31,Standard,13.79,Tablet,95,2,10,86,52,1,0.81960803,Critical Risk
29,Male,France,5,Premium,18.64,Mobile,124,3,2,86,8,1,0.314448635,Medium Risk
43,Female,USA,6,Standard,14.35,Laptop,171,3,2,73,31,1,0.755704302,High Risk
33,Female,India,19,Premium,18.49,Laptop,40,1,3,51,27,1,0.813133984,Critical Risk
54,Female,India,42,Premium,21.75,Smart TV,64,2,14,66,51,1,0.810368664,Critical Risk
39,Female,Australia,36,Standard,15.83,Tablet,471,16,10,99,33,0,0.01592587,Low Risk
46,Female,Canada,14,Standard,15.49,Tablet,419,14,6,90,22,0,0.017651544,Low Risk
31,Female,Mexico,10,Premium,20.98,Tablet,566,13,8,92,11,0,0.017429437,Low Risk
45,Female,Canada,48,Premium,20.78,Laptop,230,4,11,37,51,1,0.898385933,Critical Risk
22,Male,France,40,Premium,21.89,Tablet,600,15,13,32,39,0,0.199886095,Low Risk
64,Female,India,28,Standard,16.37,Tablet,248,9,5,28,40,1,0.818920278,Critical Risk
47,Female,Mexico,51,Basic,9.51,Tablet,116,3,12,67,56,1,0.85616246,Critical Risk
63,Male,USA,40,Standard,15.96,Mobile,520,11,14,94,45,0,0.21818084,Low Risk
22,Male,UK,10,Premium,19.18,Tablet,600,14,7,22,38,1,0.362463607,Medium Risk
29,Female,Brazil,21,Premium,18.83,Smart TV,234,9,10,45,49,1,0.801022568,Critical Risk
33,Male,India,3,Premium,20.03,Tablet,466,12,5,44,34,0,0.257453181,Low Risk
43,Male,Brazil,12,Premium,20.34,Tablet,387,13,4,53,33,0,0.143767121,Low Risk
43,Female,Germany,5,Standard,13.95,Mobile,510,19,8,22,33,0,0.08233075,Low Risk
38,Female,Spain,26,Basic,10.99,Mobile,167,6,2,32,23,1,0.4989842,Medium Risk
56,Female,Mexico,27,Basic,9.02,Laptop,292,12,12,36,40,0,0.173364742,Low Risk
53,Female,Mexico,10,Premium,20.34,Laptop,438,10,1,82,10,0,0.113861981,Low Risk
50,Female,Germany,50,Standard,14.7,Tablet,386,14,13,27,4,0,0.025214589,Low Risk
47,Male,France,38,Premium,18.97,Mobile,340,16,12,66,19,0,0.011437961,Low Risk
54,Female,UK,13,Premium,18.64,Mobile,260,7,4,84,52,1,0.821565795,Critical Risk
40,Male,Canada,26,Premium,19,Laptop,304,10,3,37,27,0,0.432594305,Medium Risk
27,Female,Germany,48,Basic,11.46,Smart TV,471,8,12,89,20,0,0.015941046,Low Risk
22,Male,Canada,27,Basic,9.44,Mobile,600,19,3,44,52,1,0.451916117,Medium Risk
53,Male,Spain,53,Premium,21.53,Tablet,31,1,5,43,26,1,0.759910239,High Risk
51,Male,India,41,Standard,14.92,Tablet,407,14,7,44,49,0,0.547609484,Medium Risk
48,Female,Australia,47,Basic,8.74,Smart TV,322,11,10,95,15,0,0.018445636,Low Risk
27,Female,India,8,Basic,8.99,Smart TV,530,12,9,66,11,0,0.012967479,Low Risk
36,Male,India,23,Basic,10.65,Mobile,567,10,10,57,30,0,0.045217594,Low Risk
49,Male,Brazil,40,Premium,21.81,Smart TV,297,12,1,86,39,1,0.434988679,Medium Risk
18,Female,Germany,54,Basic,10.82,Smart TV,491,11,5,62,54,1,0.635628036,High Risk
22,Female,Canada,21,Standard,13.09,Tablet,261,7,3,63,31,1,0.573109909,Medium Risk
62,Female,Spain,56,Basic,9.06,Laptop,594,14,3,32,54,1,0.609707525,High Risk
21,Male,Canada,1,Premium,21.61,Laptop,379,14,2,60,12,0,0.086104743,Low Risk
33,Male,USA,2,Premium,20.21,Smart TV,475,9,4,66,35,1,0.339375418,Medium Risk
41,Female,Germany,25,Standard,14.52,Mobile,354,10,0,72,46,1,0.611638056,High Risk
33,Male,India,55,Basic,8.82,Mobile,600,16,14,69,25,0,0.004447666,Low Risk
19,Male,UK,40,Standard,15.18,Smart TV,81,4,2,94,4,0,0.255196391,Low Risk
45,Male,India,12,Premium,19.02,Tablet,419,10,11,31,4,0,0.044988098,Low Risk
49,Female,Germany,44,Standard,16.63,Mobile,423,16,9,46,22,0,0.032836224,Low Risk
44,Other,Spain,37,Premium,20.61,Smart TV,232,5,4,75,0,0,0.096020635,Low Risk
37,Female,France,16,Premium,21.48,Tablet,600,11,11,33,54,1,0.700034357,High Risk
41,Female,Spain,12,Premium,19.68,Tablet,600,15,11,60,56,1,0.505717092,Medium Risk
29,Female,India,12,Standard,15.15,Tablet,600,12,3,21,45,1,0.814602987,Critical Risk
52,Male,Mexico,7,Standard,16.63,Tablet,600,17,13,24,0,0,0.030155792,Low Risk
50,Female,France,38,Basic,8.55,Tablet,37,1,6,47,56,1,0.959369104,Critical Risk
50,Male,France,9,Basic,11.37,Tablet,548,13,14,77,51,1,0.365016401,Medium Risk
60,Female,Mexico,26,Standard,13.05,Tablet,178,7,2,69,30,1,0.334203901,Medium Risk
54,Other,USA,38,Basic,9.06,Tablet,232,10,2,63,55,1,0.798675591,High Risk
29,Female,Australia,16,Premium,18.97,Tablet,600,17,7,86,15,0,0.00708872,Low Risk
20,Female,France,17,Basic,9.02,Smart TV,600,19,9,43,54,1,0.49498534,Medium Risk
18,Female,USA,47,Standard,15.89,Laptop,45,1,3,75,52,1,0.900710834,Critical Risk
50,Female,Australia,22,Basic,9.72,Smart TV,364,16,10,48,41,0,0.126719358,Low Risk
57,Male,Australia,37,Basic,8.97,Tablet,117,3,8,30,52,1,0.884970017,Critical Risk
27,Female,France,45,Basic,8.76,Mobile,117,4,13,94,49,0,0.48486777,Medium Risk
60,Male,Mexico,39,Standard,13.41,Laptop,212,8,5,67,2,0,0.059922537,Low Risk
61,Female,Canada,2,Standard,14.4,Tablet,600,12,13,37,18,0,0.042204236,Low Risk
46,Male,UK,39,Basic,9.06,Tablet,278,9,0,56,43,1,0.704469156,High Risk
30,Male,Spain,19,Premium,19.93,Laptop,600,13,0,55,30,1,0.239515618,Low Risk
29,Female,UK,40,Premium,20.16,Smart TV,600,13,14,45,56,0,0.545541437,Medium Risk
48,Male,USA,46,Standard,13.15,Tablet,392,9,12,68,2,0,0.028196914,Low Risk
63,Male,USA,23,Standard,16.13,Laptop,580,11,7,56,24,0,0.094174589,Low Risk
19,Female,Australia,38,Standard,14.41,Tablet,600,17,5,50,48,0,0.341281178,Medium Risk
52,Female,UK,3,Basic,11.11,Mobile,431,15,0,87,47,1,0.419515102,Medium Risk
40,Male,Brazil,22,Basic,11.49,Smart TV,504,12,0,25,13,0,0.104714747,Low Risk
34,Female,Australia,41,Standard,15.35,Smart TV,328,12,0,47,15,0,0.105806055,Low Risk
43,Female,Brazil,8,Basic,8.19,Tablet,600,13,4,62,20,0,0.012823122,Low Risk
25,Female,Australia,38,Standard,15.79,Smart TV,106,3,0,20,15,1,0.722257238,High Risk
46,Female,Spain,18,Standard,15.13,Laptop,338,11,0,86,31,0,0.214811291,Low Risk
43,Male,USA,48,Standard,13.06,Laptop,579,17,8,48,30,0,0.032990144,Low Risk
27,Male,Spain,29,Premium,20.07,Tablet,600,13,3,91,50,0,0.568906464,Medium Risk
43,Male,Mexico,29,Standard,14.92,Mobile,600,15,9,44,42,0,0.346080804,Medium Risk
51,Male,India,50,Premium,18.85,Laptop,73,3,0,47,37,1,0.951994033,Critical Risk
58,Male,India,56,Standard,16.21,Laptop,243,11,9,87,43,1,0.429578701,Medium Risk
24,Male,USA,31,Basic,10.62,Mobile,314,7,6,84,18,0,0.068798403,Low Risk
21,Female,Mexico,48,Standard,13.79,Smart TV,445,10,14,87,32,0,0.034663468,Low Risk
62,Female,Germany,35,Premium,20.59,Tablet,256,9,3,77,15,1,0.302359382,Medium Risk
28,Female,Germany,31,Basic,10.52,Smart TV,600,17,9,89,59,0,0.08854369,Low Risk
46,Male,Spain,37,Basic,9.72,Mobile,272,6,7,40,8,0,0.124987725,Low Risk
53,Male,Germany,29,Standard,15.3,Smart TV,332,8,7,38,41,1,0.871748318,Critical Risk
42,Female,India,59,Premium,19.67,Tablet,371,10,10,58,59,1,0.711390031,High Risk
38,Male,Spain,38,Standard,13.97,Smart TV,305,7,12,29,18,0,0.18527837,Low Risk
53,Female,France,18,Basic,10.52,Smart TV,600,19,6,37,27,0,0.04897627,Low Risk
27,Female,UK,28,Basic,10.85,Tablet,182,6,9,69,7,0,0.047168629,Low Risk
54,Female,Spain,51,Standard,16.22,Smart TV,600,18,2,62,27,0,0.039315254,Low Risk
26,Male,Canada,26,Basic,9.47,Mobile,581,16,3,37,33,0,0.107342544,Low Risk
41,Male,USA,45,Standard,14.46,Mobile,75,3,0,32,36,1,0.94759064,Critical Risk
52,Male,UK,38,Standard,15.65,Mobile,600,15,4,47,31,0,0.084060542,Low Risk
52,Male,India,53,Premium,19.61,Mobile,30,1,1,74,15,1,0.352674212,Medium Risk
53,Male,Spain,38,Basic,10.06,Smart TV,600,17,6,44,36,0,0.117487162,Low Risk
35,Female,Mexico,14,Basic,10.03,Smart TV,127,3,6,58,52,1,0.930304987,Critical Risk
56,Male,Germany,38,Basic,11,Laptop,89,2,8,70,19,0,0.122625313,Low Risk
49,Female,Canada,38,Standard,15.07,Tablet,473,9,2,67,15,0,0.052878822,Low Risk
41,Male,Australia,44,Basic,11.31,Laptop,600,18,2,39,34,0,0.078577466,Low Risk
40,Male,Australia,53,Standard,16.02,Smart TV,600,12,5,93,48,0,0.357892637,Medium Risk
49,Male,Mexico,30,Standard,14.7,Mobile,391,16,12,48,28,0,0.055542904,Low Risk
54,Male,USA,54,Basic,11.99,Smart TV,600,18,5,32,19,0,0.051177432,Low Risk
29,Male,Canada,27,Standard,14.67,Smart TV,108,2,13,89,6,0,0.045228269,Low Risk
30,Male,Canada,14,Premium,18.94,Laptop,249,5,9,45,42,1,0.840988609,Critical Risk
40,Male,Spain,10,Premium,18.16,Tablet,238,8,5,21,3,0,0.16377981,Low Risk
42,Male,France,33,Premium,19.62,Smart TV,600,13,6,86,44,0,0.41457762,Medium Risk
52,Female,Mexico,56,Premium,20.55,Smart TV,247,10,5,86,23,0,0.077246651,Low Risk
58,Female,Germany,57,Standard,16.19,Tablet,600,16,10,58,16,0,0.026037276,Low Risk
47,Male,USA,30,Standard,15.96,Laptop,173,8,14,48,17,0,0.070021192,Low Risk
34,Male,Germany,42,Standard,16.88,Mobile,250,6,13,35,25,1,0.314846048,Medium Risk
37,Female,India,58,Standard,14.45,Mobile,155,7,0,98,1,0,0.179200613,Low Risk
42,Female,Brazil,1,Standard,15.75,Mobile,414,7,13,87,43,0,0.397033125,Medium Risk
39,Other,Germany,19,Standard,14.43,Tablet,397,9,2,98,43,0,0.384348399,Medium Risk
30,Male,Canada,48,Basic,11,Smart TV,600,17,1,57,11,0,0.010588874,Low Risk
36,Male,Australia,19,Basic,11.54,Laptop,305,10,3,81,33,0,0.281407973,Low Risk
53,Female,Germany,40,Standard,14.19,Tablet,34,1,8,92,14,0,0.146724093,Low Risk
29,Female,India,5,Standard,13.01,Mobile,350,7,5,74,13,0,0.100329702,Low Risk
58,Male,Mexico,25,Standard,16.21,Mobile,600,14,9,90,1,0,0.006298647,Low Risk
36,Female,Mexico,52,Basic,11.54,Laptop,281,9,12,47,1,0,0.083802864,Low Risk
29,Male,Germany,33,Standard,13.84,Laptop,600,17,7,61,29,0,0.051646078,Low Risk
26,Male,France,56,Basic,10.46,Smart TV,148,3,11,45,9,0,0.09700384,Low Risk
24,Female,India,57,Standard,14.22,Smart TV,574,19,3,60,43,0,0.290858852,Low Risk
45,Male,France,55,Standard,14.31,Laptop,114,2,14,77,24,0,0.174505243,Low Risk
31,Female,Spain,21,Premium,20.56,Laptop,600,18,5,77,33,0,0.079242212,Low Risk
48,Female,India,31,Standard,14.81,Laptop,600,19,6,30,33,0,0.183552409,Low Risk
36,Female,France,52,Premium,19.7,Mobile,590,16,4,81,42,0,0.147001066,Low Risk
